Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.000062
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Phoridae	invertebrate	invertebrate	0.00315	0.0000648
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Chironomidae	invertebrate	invertebrate	0.00315	0.0000648
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.0000654
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Thanatus sp	invertebrate	invertebrate	0.00315	0.0000786
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Sitticus sp	invertebrate	invertebrate	0.00315	0.0000854
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.0000872
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.0000875
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.0000881
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Euaesthetus ruficapillus (Boisd.)	invertebrate	invertebrate	0.00315	0.000097
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Aleocharinae	invertebrate	invertebrate	0.00315	0.0000995
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Aleocharinae	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Anacaena limbata (F.)	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Chrysotus cilipes Meigen, 1824	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Chrysotus cilipes Meigen, 1824	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Teuchophorus calcaratus (Macquart, 1827)	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Thanatus sp	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Thripomorpha paludicola (Enderlein, 1905)	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Thripomorpha verralli (Edwards, 1934)	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Trogophloeus corticinus (Grav.)	invertebrate	invertebrate	0.00315	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Limonia sp	invertebrate	invertebrate	0.00315	0.0001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Cicadoidea	invertebrate	invertebrate	0.00315	0.000106
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Liocranidae	invertebrate	invertebrate	0.00315	0.000106
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.000106
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Cicadoidea	invertebrate	invertebrate	0.00315	0.000114
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000114
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Chloropidae	invertebrate	invertebrate	0.00315	0.000117
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Euaesthetus ruficapillus (Boisd.)	invertebrate	invertebrate	0.00315	0.000117
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Neon valentulus Falconer, 1912	invertebrate	invertebrate	0.00315	0.000121
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Chloropidae	invertebrate	invertebrate	0.00315	0.000132
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Chloropidae	invertebrate	invertebrate	0.00315	0.000132
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000144
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Chloropidae	invertebrate	invertebrate	0.00315	0.000146
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Eupterygini	invertebrate	invertebrate	0.00315	0.00015
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Eupterygini	invertebrate	invertebrate	0.00315	0.00015
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Lepidoptera	invertebrate	invertebrate	0.00315	0.00015
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Anotylus intricatus (Er.)	invertebrate	invertebrate	0.00315	0.000151
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000155
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Neon valentulus Falconer, 1912	invertebrate	invertebrate	0.00315	0.000173
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.000173
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.000178
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000186
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.000192
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000199
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Aphtona lutescens (Gyll.)	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Bidessus unistriatus (Schrank)	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Bidessus unistriatus (Schrank)	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Drosophilidae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Drosophilidae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Drosophilidae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Graptodytes granularis (L.)	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Meligethes sp	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Phlaeothripidae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Saltatoria	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Sciaridae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Thanatus sp	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Theridiidae	invertebrate	invertebrate	0.00315	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Ephydridae	invertebrate	invertebrate	0.00315	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Tipulidae	invertebrate	invertebrate	0.00315	0.0002
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.000204
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Marpissa radiata (Grube, 1859)	invertebrate	invertebrate	0.00315	0.00021
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.000222
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Tetramesa sp	invertebrate	invertebrate	0.00315	0.000224
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Clubiona subtilis L. Koch, 1867	invertebrate	invertebrate	0.00315	0.000227
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Pipinculus sp	invertebrate	invertebrate	0.00315	0.00024
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Pipinculus sp	invertebrate	invertebrate	0.00315	0.00024
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Agraecina striata (Kulczynski, 1882)	invertebrate	invertebrate	0.00315	0.00025
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.00025
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Culex sp	invertebrate	invertebrate	0.00315	0.00025
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.000254
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Clubiona sp	invertebrate	invertebrate	0.00315	0.000257
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Meligethes sp	invertebrate	invertebrate	0.00315	0.000266
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000267
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.000268
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Clubiona sp	invertebrate	invertebrate	0.00315	0.000278
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Pardosa sp	invertebrate	invertebrate	0.00315	0.000281
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Xysticus sp	invertebrate	invertebrate	0.00315	0.000285
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Typhlocybinae	invertebrate	invertebrate	0.00315	0.000298
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Argyra vestita (Wiedemann, 1817)	invertebrate	invertebrate	0.00315	0.0003
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Chrysopidae	invertebrate	invertebrate	0.00315	0.0003
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.0003
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Jassidae	invertebrate	invertebrate	0.00315	0.0003
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Parastenus sp	invertebrate	invertebrate	0.00315	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Delphacidae	invertebrate	invertebrate	0.00315	0.0003
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Pardosa sp	invertebrate	invertebrate	0.00315	0.000302
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Marpissa radiata (Grube, 1859)	invertebrate	invertebrate	0.00315	0.00031
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Delphacidae	invertebrate	invertebrate	0.00315	0.000319
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Chloropidae	invertebrate	invertebrate	0.00315	0.000321
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Homoptera	invertebrate	invertebrate	0.00315	0.000348
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.000354
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Anacaena limbata (F.)	invertebrate	invertebrate	0.00315	0.0004
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Campsicnemus scambus (Fall�n, 1823)	invertebrate	invertebrate	0.00315	0.0004
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Ozyptila sp	invertebrate	invertebrate	0.00315	0.0004
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Pardosa sp	invertebrate	invertebrate	0.00315	0.000432
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Muscidae copro	invertebrate	invertebrate	0.00315	0.00045
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Muscidae flor	invertebrate	invertebrate	0.00315	0.00045
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Heteroptera	invertebrate	invertebrate	0.00315	0.000463
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Pipinculus sp	invertebrate	invertebrate	0.00315	0.000485
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Araneae	Chloropidae	invertebrate	invertebrate	0.00315	0.000493
