"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,2.6e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Aphelenchida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,3.8e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,4.8e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,6.2e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,6.9e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.08e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.09e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Rhabditida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.15e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.25e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.3e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Enoplida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.35e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",1.5001e-05,1.36e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Diptera",1.64e-05,1.15e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Arthropoda","Insecta","Diptera",1.64e-05,1.56e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Chaetophorales","Animalia","Arthropoda","Insecta","Diptera",1.64e-05,1.72e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Fragilariophyceae","Fragilariales","Animalia","Arthropoda","Insecta","Diptera",1.64e-05,2.24e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Trichoptera",1.7e-05,9.05e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Arthropoda","Insecta","Trichoptera",1.7e-05,8.18e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Arthropoda","Insecta","Trichoptera",1.7e-05,8.18e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Trichoptera",1.7e-05,2.65e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Arthropoda","Insecta","Trichoptera",1.7e-05,4.77e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Fragilariophyceae","Fragilariales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,1.13e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,9.05e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,1.15e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Coscinodiscophyceae","Melosirales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,7.24e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,8.18e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,1.03e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Annelida","Clitellata","Haplotaxida",1.76e-05,2.65e-10
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,4.3e-05
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Calanoida","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,4.3e-05
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,8.72e-05
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000104
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000175
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000267
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00028
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00028
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000285
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Neuroptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,3e-04
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000329
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000346
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,4e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,5e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,6e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000608
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,7e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.000922
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00124
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00127
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.0015
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00156
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.00163
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.0017
"Country: Australia; Mulgrave River; UTM: 17.08'S, 145.52'E","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Arthropoda","Arachnida","Araneae",1.82e-05,0.0074
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Diptera",1.9e-05,9.05e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Animalia","Arthropoda","Insecta","Diptera",1.9e-05,1.15e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Arthropoda","Insecta","Diptera",1.9e-05,8.18e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Diptera",1.9e-05,2.65e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,2e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,3.5e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1.05e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1.35e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1.4e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1.6e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,1.8e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,2.5e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,3.8e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,4.65e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,9.5e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Cyclopoida","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,6.85e-06
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Calanoida","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,8.8e-06
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Cyclopoida","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.04e-05,2.04e-05
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,2e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,3.5e-08
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1.05e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1.35e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1.4e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",2.29e-05,1.6e-07
