ASSESSID,ASSESSORID,STOCKID,RECORDER,DATERECORDED,DATELOADED,ASSESSYEAR,ASSESSSOURCE,CONTACTS,NOTES,PDFFILE,ASSESS,REFPOINTS,ASSESSMETHOD,ASSESSCOMMENTS,XLSFILENAME,MOSTRECENT
WGNSSK-PLAIC7d-1979-2006-MINTO,WGNSSK,PLAIC7d,MINTO,2008-04-13,2011-07-25,1979-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSSK-2007.pdf,1,1,XSA,NULL,../spreadsheets/MINTO-PLAIC7d-2007-editedDR-QAQC.xls,yes
WGNSDS-CODIS-1968-2006-MINTO,WGNSDS,CODIS,MINTO,2008-04-14,2011-07-25,1968-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSDS-2007.pdf,1,1,B-ADAPT,"The recent fishing mortality is very poorly estimated and very sensitive to assumptions regarding accuracy of removals figures. As the extent to which the removals estimates from B-Adapt for recent years represent fishing mortality is not known, the term âÄúfishing mortalityâÄù is used loosely in the following text as the value of Z due to removals in excess of the natural mortality rate M=0.2.",../spreadsheets/MINTO-CODVIIa-2007-editedDR-QAQC.xls,yes
NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,NEFSC,WHAKEGBGOM,SOSEBEE,2009-04-20,2011-07-25,1963-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,Stock under rebuilding program with 2014 deadline.,WhiteHake2008.pdf,1,1,ASPM,Age-structured surplus production model,../spreadsheets/SOSEBEE-WHITEHAKE-2008-editedDR.xls,yes
SEFSC-RPORGYSATLC-1972-2004-JENSEN,SEFSC,RPORGYSATLC,JENSEN,2008-11-25,2011-07-25,1972-2004,http://www.sefsc.noaa.gov/sedar/download/rp-aw-25May06.pdf?id=DOCUMENT,,from Fogarty database,JENSEN_RPORGYSATLC_2006.pdf,1,1,SCA,,../spreadsheets/JENSEN-RPORGYSATLC-2006-editedDR-QAQC.xls,yes
AFSC-FLSOLEGA-1978-2010-Stachura,AFSC,FLSOLEGA,Stachura,2011-03-29,2011-07-25,1978-2010,http://www.afsc.noaa.gov/REFM/docs/2010/GOAflathead.pdf,"William Stockhausen, william.stockhausen@noaa.gov",,AFSC-FLSOLEGA-2010.pdf,1,1,AD-CAM,2010 assessment is just an update of the 2009 assessment: AFSC-FLSOLEGA-2009.pdf,../spreadsheets/STACHURA-FLSOLEGA-2010-editedDR.xls,yes
SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH,SWFSC,SBELLYROCKPCOAST,BRANCH,2008-11-24,2011-07-25,1950-2005,http://www.pcouncil.org/groundfish/gfsafe1008/shortbellyTM2007.pdf,"John Field, John.Field@noaa.gov",,SWFSC-SBELLYROCKPCOAST-2007-Shortbelly rockfish.pdf,1,1,SS2,,../spreadsheets/BRANCH-SBELLYROCKPCOAST-2007-editedDR.xls,yes
ICCAT-ATBTUNAWATL-1969-2007-WORM,ICCAT,ATBTUNAWATL,WORM,2008-11-14,2011-07-25,1969-2007,http://www.iccat.int/Documents/Meetings/Docs/2008_BFT_STOCK_ASSESS_REP.pdf,,"Data derived directly from 2008 ICCAT assessment document, Reference Points based on low recruitment scenario (hockey stick)",ref2008-BFT-STOCK-ASSESS-REP.pdf,1,1,VPA,VPA,../spreadsheets/WORM-ATBTUNAWATL-2008-editedDR-QAQC.xls,yes
HAWG-HERRNS-1960-2007-MINTO,HAWG,HERRNS,MINTO,2008-04-15,2011-07-25,1960-2007,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,"Assessment covers autumn-spawner herring in ICES sub-area IV,divisions VIId & IIIa",ICES-HAWG-2007.pdf,1,1,ICA,NULL,../spreadsheets/MINTO-HERRNS-2007-editedDR-QAQC.xls,yes
NAFO-SC-AMPL3LNO-1955-2007-BAUM,NAFO-SC,AMPL3LNO,BAUM,2008-04-07,2011-07-25,1955-2007,http://www.nafo.int/publications/frames/science.html,"Karen Dwyer, DwyerK@DFO-MPO.GC.CA; Joanne Morgan","No directed fishing since 1993, but still caught as bycatch",NAFO-GrandBanks-AmPlaice-2007.pdf,1,1,VPA,"Blim is not the lowest observed SSB, but rather SSB below which there is no _good_ recruitment",../spreadsheets/BAUM-AMPL3LNO-2007-editedDR-QAQC.xls,yes
HAWG-HERRVIa-1957-2006-MINTO,HAWG,HERRVIa,MINTO,2008-04-15,2011-07-25,1957-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,Assessment covers herring in the north of Via,ICES-HAWG-2007.pdf,1,1,ICA,There is no precautionary reference points for this stock. ,../spreadsheets/MINTO-HERRVIa-2007-editedDR-QAQC.xls,yes
NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS,NZMFishHOKIWG,HOKIENZ,FRANCIS,2008-09-18,2011-07-25,1972-2007,Chris Francis,,,FAR0804hok07.pdf,1,1,CASAL,Time series are point estimates (not Bayesian) for E stock from model 4.4,../spreadsheets/FRANCIS-HOK1E-2007-editedDR.xls,yes
NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,NEFSC,WINDOWSNEMATL,HENDRICKSON,2009-04-20,2011-07-25,1975-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,Stock under rebuilding program with 2056 deadline.,garm3q.pdf,1,1,SURBA,"used NMFS SA Toolbox method called ""AIM""; An Index-based Method",../spreadsheets/HENDRICKSON-WINDOWPANESNEMA-2008-editedDR.xls,yes
NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN,NZMFishMIDDEPTHSWG,SOUTHHAKESA,JENSEN,2009-03-11,2011-07-25,1975-2007,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,,CORDUEperscomm.pdf,1,1,CASAL,,../spreadsheets/JENSEN-SOHAKENZSA-2007-v2-editedDR.xls,yes
NWFSC-YTROCKNPCOAST-1967-2005-STANTON,NWFSC,YTROCKNPCOAST,STANTON,2009-05-19,2011-07-25,1967-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,contact details ,,2005_SAFE_yellowtail.pdf,1,1,SS1,no comments,../spreadsheets/STANTON-YellowTailWC-editedDR-QAQC.xls,yes
CSIRO-PTOOTHFISHMI-1975-2010-FAY,CSIRO,PTOOTHFISHMI,FAY,2011-01-18,2011-07-25,1975-2010,http://www.afma.gov.au/wp-content/uploads/2010/06/mit_stockassess_2010.pdf,Gavin Fay - gavin.fay@csiro.au,,FAY_PTOOTHFISHMACCA_2010.pdf,1,1,SS3,point estimates from Aurora Trough base-case 2010,../spreadsheets/FAY-PTOOTHFISHMACCA-2010-editedDR.xls,yes
AFWG-CODCOASTNOR-1982-2006-MINTO,AFWG,CODCOASTNOR,MINTO,2008-03-24,2011-07-25,1982-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-AFWG-2007.pdf,1,0,VPA,"Assessment is considered exploratory owing to under-reporting of the catch, particularly from the recreation and tourist sectors. No reference points are calculated as a result. Using the XSA with SOP correction.",../spreadsheets/MINTO-CODNORCOAST-2007-editedDR-QAQC.xls,yes
AFSC-CABEZSCAL-1932-2005-STANTON,AFSC,CABEZSCAL,STANTON,2009-05-19,2011-07-25,1932-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,"Jason Cope, copejasonm@gmail.com",SOUTH part of CAL only. Separate assessment for North of Point Conception,2005_SAFE_Wccabezon.pdf,1,1,SS2,no comments,../spreadsheets/STANTON-Southcabezon-Cope2-editedDR.xls,yes
INIDEP-ARGHAKESARG-1985-2008-Parma,INIDEP,ARGHAKESARG,Parma,2010-01-13,2011-07-25,1985-2008,URL,"Susana Bezzi- sbezzi@inidep.edu.ar, Marta Renzi - marenzi@inidep.edu.ar",,Renzi-hake-S-2009.pdf,1,1,VPA,no comments,../spreadsheets/Parma-AHAKE-ARG-S-2009-v2-editedDR-QAQC.xls,yes
CSIRO-GEMFISHSE-1966-2007-FULTON,CSIRO,GEMFISHSE,FULTON,2008-04-30,2011-07-25,1966-2007,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,GEMFISHSE.pdf,1,1,SS2,Used v2.00c of SS2,../spreadsheets/Fulton-east-gemfish-australia-2007_v2-editedDR-QAQC.xls,yes
NZMFishSHELLFISHWG-PAUAPAU5A-1964-2006-JENSEN,NZMFishSHELLFISHWG,PAUAPAU5A,JENSEN,2009-03-11,2011-07-25,1964-2006,received from contact,Paul Breen - p.breen@niwa.co.nz,,ref07-09-FAR.pdf,1,0,LBBM,"recruitment timeseries available, but age at recruitment is undetermined (size-based approach)",../spreadsheets/JENSEN-BFOOTABALONENZ5A-2006-editedDR.xls,yes
WGNSSK-HADNS-IIIa-1963-2006-MINTO,WGNSSK,HADNS-IIIa,MINTO,2008-04-14,2011-07-25,1963-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSSK-2007.pdf,1,1,XSA,The plus group was moved from +7 to +8 due to the large age 7 group,../spreadsheets/MINTO-HADNS-IIIa-2007-editedDR-QAQC-revised.xls,yes
DFO-PAC-SABLEFPCAN-1913-2004-STANTON,DFO-PAC,SABLEFPCAN,STANTON,2010-05-06,2011-08-09,1913-2004,DFO  http://www.pac.dfo-mpo.gc.ca/sci/sa-mfpd/sablefish/Sable_QuotaCatch.htm,contact details ,,BC-Sablefish.pdf,1,1,SS2,no comments,../spreadsheets/STANTON-SABLEPCOAST-editedDR.xls,yes
AFWG-GHALNEAR-1959-2007-JENNINGS,AFWG,GHALNEAR,JENNINGS,2008-11-26,2011-07-25,1959-2007,http://www.ices.dk,NULL,NULL,ICES-AFWG-2007.pdf,1,0,XSA,NULL,../spreadsheets/JENNINGS-ICES-GHLARCT-1969-2007-editedDR-QAQC.xls,yes
CSIRO-SILVERFISHSE-1978-2006-FULTON,CSIRO,SILVERFISHSE,FULTON,2008-04-30,2011-07-25,1978-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,SILVERFISHSE.pdf,1,1,SS2,Used v2.00c of SS2,../spreadsheets/Fulton-silver_warehou-australia-2007_v2-editedDR-QAQC.xls,yes
AFSC-REYEROCKBSAI-1974-2009-STANTON,AFSC,REYEROCKBSAI,STANTON,2009-03-31,2011-07-25,1974-2009,http://www.afsc.noaa.gov/REFM/docs/2008/BSAIrougheye.pdf,Paul Spencer,Assessed together with blackspotted rockfish (Sebastes melanostictus),2008 SAFE BSAIrougheye.pdf,1,1,AD-CAM,Rougheye was split into two species but assessed as one. Other spp: Sebastes melanostictus,../spreadsheets/STANTON-REYEROCKBSAI-2008-editedDR-QAQC.xls,yes
AFSC-CABEZNCAL-1916-2005-STANTON,AFSC,CABEZNCAL,STANTON,2009-05-19,2011-07-25,1916-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,"Jason Cope, copejasonm@gmail.com",NORTH part of CAL only. Separate assessment for South of Point Conception,2005-SAFE-WCcabezon.pdf,1,1,SS2,no comments,../spreadsheets/STANTON-Northcabezon-Cope2-editedDR.xls,yes
SPC-ALBASPAC-1959-2006-JENSEN,SPC,ALBASPAC,JENSEN,2008-10-21,2011-07-25,1959-2006,http://www.wcpfc.int/sc4/pdf/SC4-SA-WP8%20%5BALB%20assessment%5D.pdf,"Simon Hoyle (SimonH@spc.int), John Hampton (JohnH@spc.int)","data are from MULTIFAN-CL output files, not the assessment document",JENSEN_ALBWPO_2008.pdf,1,1,MULTIFAN-CL,"Simon Hoyle says: ""I would not use these results for SRR [stock-recruit analysis] because I do not trust the recruitment trends""",../spreadsheets/JENSEN-ALBWPO-2008-editedDR-OJ-QAQC.xls,yes
NWWG-POLLFAPL-1958-2006-MINTO,NWWG,POLLFAPL,MINTO,2008-04-09,2011-07-25,1958-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-NWWG-2007.pdf,1,1,VPA,The 2007 Faroe saithe analytical assessment is an exploratory assessment with technical issues to be resolved. The working group concludes that the XSA assessment is useful to indicate stock trends but that recent year classes are probably underestimated because of changes in catchability (q) due to slower growth.,../spreadsheets/MINTO-POLLFAPL-2007-editedDR-QAQC.xls,yes
NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA7,JENSEN,2009-04-07,2011-07-29,1976-2005,received from contact,Pall Starr - paul@starrfish.net,,PALLSTARRperscomm.pdf,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA7-2005-editedDR.xls,yes
MARAM-SAABALONESA-1951-2008-PLAGANYI,MARAM,SAABALONESA,PLAGANYI,2009-03-13,2011-07-25,1951-2008,Assessment conducted personally,Eva Plaganyi ; Eva.Plaganyi-lloyd@csiro.au; Anabela Brandao Anabela.Brandao@uct.ac.za,,Plaganyi-SA-abalone-2008NOVSWG-AB21.pdf,1,0,SCA,Simultaneously fits 5 zones,../spreadsheets/Plaganyi-SA-abalone-2008-editedDR.xls,yes
NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,NAFO-SC,GHAL23KLMNO,PREFONTAINE,2008-07-02,2011-07-27,1960-2006,http://www.nafo.int/publications/frames/science.html,,,NAFO-GHAL23KLMNO-2007.pdf,1,1,XSA,15 year rebuilding plan implemented in 2004,../spreadsheets/PREFONTAINE-GHAL23KLMNO-2007-editedDR-QAQCjb.xls,yes
NEFSC-SURFMATLC-1965-2008-JACOBSON,NEFSC,SURFMATLC,JACOBSON,2009-04-22,2011-07-25,1965-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,Surfclam2007.pdf,1,1,Delay difference,"KLAMZ model used in DMV, NNJ, and entire stock, but index assessment used for SNE, LI, GBK",../spreadsheets/JACOBSON-ATLSURFCLAM-2008-editedDR.xls,yes
WGNSDS-CODVIa-1977-2006-MINTO,WGNSDS,CODVIa,MINTO,2008-04-14,2011-07-25,1977-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSDS-2007.pdf,1,1,TSA,"Unreported landings represent a cause for concern between 1994-2005. The 2006 data are assumed more reliable with the introduction of Buyers and Sellers registration. A study by the sea mammal research unit (SMRU) on seal predation has indicated that seal predation on cod probably constitutes significant natural mortality. As such, mortality outputs from the assessment are not considered to represent a fishing mortality F at age for recent years in the time series but rather estimates, (referred to here as âÄòZ-0.2âÄô), of total mortality that can not be accounted for by the standard value used for natural mortality e.g. seals.",../spreadsheets/MINTO-CODVIa-2007-editedDR-QAQC-revised.xls,yes
NEFSC-MONKSGBMATL-1964-2006-RICHARDS,NEFSC,MONKSGBMATL,RICHARDS,2009-05-01,2011-07-25,1964-2006,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0721/,,"Data limited species, assessment considered highly uncertain",Monkfish2007NEFSCAssessment.pdf,1,1,SBM,"NFT SCALE (statistical catch-at-length) model used, significant data limitations and new model are reasons for caution",../spreadsheets/RICHARDS-MONKFISHSGBMA-2007-editedDR.xls,yes
NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA1,JENSEN,2009-04-07,2011-07-29,1945-2001,received from contact,Pall Starr - paul@starrfish.net,fpcs.fish.govt.nz/science/documents//2003%20FARs/03_41_FAR.pdf,03_41_FAR.pdf,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA1-2001-editedDR.xls,yes
AFSC-DSOLEGA-1978-2010-STANTON,AFSC,DSOLEGA,STANTON,2009-04-27,2011-07-25,1978-2010,http://www.afsc.noaa.gov/refm/stocks/2007_assessments.htm,contact details ,,2007_SAFE_GOAdeepflat.pdf,1,1,AD-CAM,no comments,../spreadsheets/STANTON-DSOLEGA-2007-editedOJ.xls,yes
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,CCAMLR,ATOOTHFISHRS,JENSEN,2009-04-07,2011-07-25,1995-2007,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,Model run: 2007 reference,ATOOTHFISHRS.pdf,1,0,CASAL,Model run: 2007 reference,../spreadsheets/JENSEN-TOOTHFISHRS-2007-v2-editedDR.xls,yes
NEFSC-SHAKESGBMATL-1955-2005-COL,NEFSC,SHAKESGBMATL,COL,2009-04-24,2011-07-25,1955-2005,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0609/,,,SilverHake-2005-NEFSC-Assessment.pdf,1,1,RV,NEFSC fall survey index and exploitation index used to determine stock status,../spreadsheets/COL-SILVERHAKESGBMA-2005-editedOJ.xls,yes
NEFSC-YELLSNEMATL-1935-2008-BAUM,NEFSC,YELLSNEMATL,BAUM,2008-11-04,2011-07-25,1935-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,NMFS-SNEMATL-Limandaferruginea-2008.pdf,1,1,VPA,Age 6+ formulation accepted as final model,../spreadsheets/LEGAULT-BAUM-YELLSNEMATL-2008-editedDR.xls,yes
NEFSC-YELLCCODGOM-1935-2008-LEGAULT,NEFSC,YELLCCODGOM,LEGAULT,2008-11-26,2011-07-25,1935-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,NMFS-CCGOM-Limandaferruginea-2008.pdf,1,1,VPA,Age 6+ formulation accepted as final model,../spreadsheets/LEGAULT-YELLCCGOM-2008-editedDR.xls,yes
AFSC-FLSOLEGA-1978-2008-STANTON,AFSC,FLSOLEGA,STANTON,2009-04-20,2011-07-25,1978-2008,http://www.afsc.noaa.gov/refm/Stocks/assessments.htm,contact details ,,2008_SAFE_GOAflathead.pdf,1,1,AD-CAM,no comments,../spreadsheets/STANTON-FLSOLEGA-2007-editedOJ.xls,no
IFOP-CHTRACCH-1975-2007-JENSEN,IFOP,CHTRACCH,JENSEN,2009-11-07,2011-07-25,1975-2007,http://www.southpacificrfmo.org/chilean-jack-mackerel-workshop-Meeting-Documents/,,time series data were extracted from figures,JENSEN-JACKMACKCH-2008.pdf,1,0,Unknown,,../spreadsheets/JENSEN-JACKMACKCH-2008-editedDR.xls,no
NEFSC-CODGOM-1893-2008-BAUM,NEFSC,CODGOM,BAUM,2008-11-04,2011-07-25,1893-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,This stock (Gulf of Maine cod) covers NAFO area 5Y.,NMFS-GOM-Gadusmorhua-2008.pdf,1,1,ADAPT,,../spreadsheets/BAUM-CODGOM-2008-rkmayo-edits-editedDR.xls,yes
NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,NWFSC,KELPGREENLINGORECOAST,STANTON,2009-05-22,2011-07-25,1979-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,Jason Cope copejasonm@gmail.com,Assessment for Oregon  Coast only,KelpGreenling_2005.pdf,1,1,SS2,no comments,../spreadsheets/STANTON-KelpGreenling-2005-Cope2-editedDR.xls,yes
DFO-NFLD-COD3Ps-1959-2004-PREFONTAINE,DFO-NFLD,COD3Ps,PREFONTAINE,2008-05-27,2011-07-25,1959-2004,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,"John Brattey, bratteyj@dfo-mpo.gc.ca ","There are four separate time series for everything but the total landings, each represents a different model. 1 is the QLSPA 2004 - Run B, 2 is the XSA 2004 - Run C, 3 is the ADAPT 2004 - Run D and 4 is the ADAPT 2004 - Run E. Additional information was provided by John Brattey. ",DFO-COD3Ps-2004.pdf,1,1,B-ADAPT,"There are four separate time series for everything but the total landings, each represents a different model. 1 is the QLSPA 2004 - Run B, 2 is the XSA 2004 - Run C, 3 is the ADAPT 2004 - Run D and 4 is the ADAPT 2004 - Run E. Additional information was provided by John Brattey. ",../spreadsheets/PREFONTAINE-COD3Ps-2004-editedDR-QAQC.xls,yes
ASMFC-LOBSTERGB-1981-2007-STANTON,ASMFC,LOBSTERGB,STANTON,2009-08-12,2011-07-25,1981-2007,http://www.asmfc.org/,contact details ,,2009-ASMFC-Am-Lob.pdf,1,1,CSM,no comments,../spreadsheets/STANTON-LOBSTER5Z-editedDR.xls,yes
AFSC-NROCKBSAI-1974-2009-STANTON,AFSC,NROCKBSAI,STANTON,2009-04-07,2011-07-25,1974-2009,http://www.afsc.noaa.gov/refm/Stocks/assessments.htm,contact details ,,2008_SAFE_BSAInorthern.pdf,1,1,AD-CAM,no comments,../spreadsheets/STANTON-NROCKBSAI-2008-editedDR-QAQC.xls,yes
NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN,NZMFishSHELLFISHWG,PAUAPAU5D,JENSEN,2009-03-11,2011-07-25,1964-2006,received from contact,Paul Breen - p.breen@niwa.co.nz,,ref07-09-FAR.pdf,1,0,LBBM,"recruitment timeseries available, but age at recruitment is undetermined (size-based approach)",../spreadsheets/JENSEN-BFOOTABALONENZ5D-2006-editedDR.xls,yes
NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN,NZMFishMIDDEPTHSWG,SOUTHHAKECR,JENSEN,2009-03-11,2011-07-25,1975-2006,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,,CORDUEperscomm.pdf,1,1,CASAL,,../spreadsheets/JENSEN-SOHAKENZCR-2006-v2-editedDR.xls,yes
NEFSC-QUAHATLC-1978-2008-CHUTE,NEFSC,QUAHATLC,CHUTE,2009-12-29,2011-07-25,1978-2008,http://www.nefsc.noaa.gov/publications/crd/crd0915/,,,quahog.pdf,1,1,Delay difference,KLAMZ model,../spreadsheets/Chute-oceanquahog-2008-editedDR.xls,yes
DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE,DFO-QUE,COD3Pn4RS,PREFONTAINE,2008-08-20,2011-07-25,1964-2007,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"Two different models were included in the assessment and so there are two time series, one for each model, for some of the data. There was no available data for total landings of this stock. The age at 50% maturity was taken from Table 8: 3Pn 4RS Cod: Parameter estimates of the logistic model and mature proportion at age. In this table the 2007 datapoint is an average of years 2004-2006. The fecundity is not included in biometrics as it is found in the research document in Table 20: 3Pn 4RS Cod: Fecundity. Mortality is also not included in biometrics and can be found as a time series instead.",DFO-COD3Pn4Rs-2007.pdf,1,0,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD3Pn4RS-2007-editedDR-QAQC.xls,yes
AFSC-YSOLEBSAI-1959-2008-MELNYCHUK,AFSC,YSOLEBSAI,MELNYCHUK,2009-04-14,2011-07-25,1959-2008,http://www.afsc.noaa.gov/refm/docs/2008/BSAIyfin.pdf,"Thomas Wilderbuer, Tom.Wilderbuer@noaa.gov",catches from years 1987-2008 include discards,AFSC-YSOLEBSAI-2008-Yellowfin sole BSAI.pdf,1,1,AD-CAM,F estimated from years 1978-2008 (after the 1977 regime shift),../spreadsheets/MELNYCHUK-YSOLEBSAI-2008-editedDR.xls,yes
AFSC-WPOLLEBS-1963-2008-MELNYCHUK,AFSC,WPOLLEBS,MELNYCHUK,2009-04-14,2011-07-25,1963-2008,http://www.afsc.noaa.gov/refm/docs/2008/EBSpollock.pdf,"Jim Ianelli, Jim.Ianelli@noaa.gov",,AFSC-WPOLLEBS-2008-Walleye pollock EBS.pdf,1,1,AD-CAM,,../spreadsheets/MELNYCHUK-WPOLLEBS-2008-editedDR-QAQC.xls,yes
SEFSC-KMACKGM-1992-2001-JENSEN,SEFSC,KMACKGM,JENSEN,2008-11-23,2011-07-25,1992-2001,http://www.sefsc.noaa.gov/sedar/download/S5_SAR1_complete.pdf?id=DOCUMENT,,from Fogarty database,JENSEN_KMACKGMSATLC_2004.pdf,1,1,VPA,"years of time series data refer to the start year, i.e. 1992 is 1992-1993",../spreadsheets/JENSEN-KMACKGM-2004-editedDR.xls,yes
AFWG-GOLDREDNEAR-1986-2006-MINTO,AFWG,GOLDREDNEAR,MINTO,2008-04-07,2011-07-25,1986-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,TB and TN refer to ages 3+,ICES-AFWG-2007.pdf,1,0,GADGET,"Analytical assessment is currently deemed exploratory for this population. Assessment document uses âÄúSebastes marinusâÄù, which is not an accepted TSN according to ITIS.",../spreadsheets/MINTO-GOLDREDNEAR-2007-editedDR-QAQC.xls,yes
WGSSDS-HADVIIb-k-1993-2006-JENNINGS,WGSSDS,HADVIIb-k,JENNINGS,2008-11-24,2011-07-25,1993-2006,http://www.ices.dk,NULL,NULL,ICES-WGSSDS-2007.pdf,1,0,XSA,NULL,../spreadsheets/JENNINGS-ICES-HAD7BK-1993-2007-editedDR-QAQC.xls,yes
WGMHSA-MACKNEICES-1972-2007-JENNINGS,WGMHSA,MACKNEICES,JENNINGS,2008-11-21,2011-07-25,1972-2007,http://www.ices.dk,NULL,NULL,ICES-WGMHSA07.pdf,1,1,ICA,NULL,../spreadsheets/JENNINGS-ICES-MACNEA-1972-2007-editedDR-QAQC.xls,yes
NEFSC-SDOGATLC-1962-2006-SOSEBEE,NEFSC,SDOGATLC,SOSEBEE,2009-04-21,2011-07-25,1962-2006,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0625/,,,spinydogfish2006.pdf,1,1,Unknown,,../spreadsheets/SOSBEE-SPINYDOGFISH-2006-editedDR.xls,yes
WGSSDS-WHITVIIek-1982-2007-JENNINGS,WGSSDS,WHITVIIek,JENNINGS,2008-11-27,2011-07-25,1982-2007,http://www.ices.dk,NULL,NULL,ICES-WGSSDS-2007.pdf,1,1,XSA,NULL,../spreadsheets/JENNINGS-ICES-WHG7EK-1982-2007-editedDR-QAQC.xls,yes
NWWG-CODICE-1952-2006-MINTO,NWWG,CODICE,MINTO,2008-04-10,2011-07-25,1952-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-NWWG-2007.pdf,1,1,SCA,"The Study Group on Precautionary Reference Points for Advice on Fishery Management (SGPRP âÄì February 2003) suggested a candidate for Blim ""somewhere in the range of 400kt"". Due to a new method used to calculate the spawning stock biomass presented in this report this estimate needs to be revised.",../spreadsheets/MINTO-CODICE-2007-editedDR-QAQC.xls,yes
NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD,NEFSC,STRIPEDBASSGOMCHATT,SHEPHERD,2009-04-29,2011-07-25,1982-2006,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0803/,Gary Shepherd gary.shepherd@noaa.gov,,07AssessmentReport.pdf,1,1,AD-CAM,,../spreadsheets/SHEPHERD-STRIPEDBASS-2007-editedDR.xls,yes
SPC-BIGEYEWPO-1952-2006-JENSEN,SPC,BIGEYEWPO,JENSEN,2008-10-30,2011-07-25,1952-2006,http://www.wcpfc.int/sc4/pdf/SC4-SA-WP1-rev.1%20%5BBET%20Assessment%5D.pdf,"Simon Hoyle (SimonH@spc.int), John Hampton (JohnH@spc.int)","data are from MULTIFAN-CL output files, not the assessment document",SC4-SA-WP1-rev1-bigeye-tuna.pdf,1,1,MULTIFAN-CL,Simon Hoyle says: I would not use these results for SRR [stock-recruit analysis] because I do not trust the recruitment trends,../spreadsheets/JENSEN-BETWPO-2008-editedDR-OJ-QAQC.xls,yes
MARAM-DEEPCHAKESA-1917-2008-DEDECKER,MARAM,DEEPCHAKESA,DEDECKER,2009-02-13,2011-07-25,1917-2008,received from contact,"Rebecca Rademeyer, Rebecca.Rademeyer@gmail.com ",M capensis and M paradoxus both known as Cape hake,SA-Mparadoxus-2008-IWS-DEC08-H-5.pdf,1,0,ASPM,,../spreadsheets/DEDECKER-SA-Mparadoxus-2008-editedDR.xls,yes
